iso_time,unix_time,temp_C
2026-01-16T13:01:08.316,1768536068,76
2026-01-16T13:01:08.816,1768536068,76
2026-01-16T13:01:09.316,1768536069,74.35
2026-01-16T13:01:09.816,1768536069,75.45
2026-01-16T13:01:10.316,1768536070,74.35
2026-01-16T13:01:10.817,1768536070,74.35
2026-01-16T13:01:11.317,1768536071,74.35
2026-01-16T13:01:11.817,1768536071,74.9
2026-01-16T13:01:12.320,1768536072,75.45
2026-01-16T13:01:12.820,1768536072,73.25
2026-01-16T13:01:13.320,1768536073,73.8
2026-01-16T13:01:13.820,1768536073,75.45
2026-01-16T13:01:14.321,1768536074,74.9
2026-01-16T13:01:14.821,1768536074,73.8
2026-01-16T13:01:15.321,1768536075,75.45
2026-01-16T13:01:15.821,1768536075,75.45
2026-01-16T13:01:16.321,1768536076,75.45
2026-01-16T13:01:16.821,1768536076,74.9
2026-01-16T13:01:17.321,1768536077,76
2026-01-16T13:01:17.821,1768536077,74.9
2026-01-16T13:01:18.322,1768536078,75.45
2026-01-16T13:01:18.822,1768536078,75.45
2026-01-16T13:01:19.322,1768536079,74.9
2026-01-16T13:01:19.822,1768536079,74.9
2026-01-16T13:01:20.322,1768536080,75.45
2026-01-16T13:01:20.822,1768536080,75.45
2026-01-16T13:01:21.322,1768536081,76
2026-01-16T13:01:21.822,1768536081,75.45
2026-01-16T13:01:22.322,1768536082,74.9
2026-01-16T13:01:22.823,1768536082,76
2026-01-16T13:01:23.323,1768536083,74.9
2026-01-16T13:01:23.823,1768536083,74.9
2026-01-16T13:01:24.323,1768536084,73.8
2026-01-16T13:01:24.823,1768536084,74.35
2026-01-16T13:01:25.323,1768536085,76
2026-01-16T13:01:25.823,1768536085,75.45
2026-01-16T13:01:26.323,1768536086,74.35
2026-01-16T13:01:26.823,1768536086,75.45
2026-01-16T13:01:27.324,1768536087,75.45
2026-01-16T13:01:27.824,1768536087,73.8
2026-01-16T13:01:28.324,1768536088,76
2026-01-16T13:01:28.835,1768536088,74.9
2026-01-16T13:01:29.335,1768536089,74.9
2026-01-16T13:01:29.835,1768536089,75.45
2026-01-16T13:01:30.336,1768536090,74.9
2026-01-16T13:01:30.836,1768536090,76
2026-01-16T13:01:31.336,1768536091,75.45
2026-01-16T13:01:31.836,1768536091,75.45
2026-01-16T13:01:32.336,1768536092,76.55
2026-01-16T13:01:32.836,1768536092,75.45
2026-01-16T13:01:33.336,1768536093,73.8
2026-01-16T13:01:33.846,1768536093,74.35
2026-01-16T13:01:34.346,1768536094,76
2026-01-16T13:01:34.846,1768536094,74.35
2026-01-16T13:01:35.346,1768536095,75.45
2026-01-16T13:01:35.847,1768536095,75.45
2026-01-16T13:01:36.347,1768536096,76
2026-01-16T13:01:36.847,1768536096,76
2026-01-16T13:01:37.347,1768536097,76
2026-01-16T13:01:37.847,1768536097,75.45
2026-01-16T13:01:38.347,1768536098,74.9
2026-01-16T13:01:38.856,1768536098,76
2026-01-16T13:01:39.356,1768536099,74.9
2026-01-16T13:01:39.856,1768536099,76
2026-01-16T13:01:40.356,1768536100,74.35
2026-01-16T13:01:40.856,1768536100,76
2026-01-16T13:01:41.356,1768536101,75.45
2026-01-16T13:01:41.856,1768536101,74.9
2026-01-16T13:01:42.356,1768536102,74.35
2026-01-16T13:01:42.856,1768536102,75.45
2026-01-16T13:01:43.357,1768536103,74.9
2026-01-16T13:01:43.857,1768536103,75.45
2026-01-16T13:01:44.357,1768536104,75.45
2026-01-16T13:01:44.857,1768536104,74.35
2026-01-16T13:01:45.357,1768536105,75.45
2026-01-16T13:01:45.857,1768536105,74.35
2026-01-16T13:01:46.357,1768536106,74.9
2026-01-16T13:01:46.857,1768536106,75.45
2026-01-16T13:01:47.358,1768536107,75.45
2026-01-16T13:01:47.858,1768536107,76.55
2026-01-16T13:01:48.358,1768536108,75.45
2026-01-16T13:01:48.858,1768536108,73.8
2026-01-16T13:01:49.358,1768536109,76
2026-01-16T13:01:49.858,1768536109,74.9
2026-01-16T13:01:50.358,1768536110,74.35
2026-01-16T13:01:50.859,1768536110,75.45
2026-01-16T13:01:51.359,1768536111,74.9
2026-01-16T13:01:51.859,1768536111,74.35
2026-01-16T13:01:52.359,1768536112,75.45
2026-01-16T13:01:52.859,1768536112,75.45
2026-01-16T13:01:53.359,1768536113,75.45
2026-01-16T13:01:53.859,1768536113,74.9
2026-01-16T13:01:54.359,1768536114,75.45
2026-01-16T13:01:54.860,1768536114,75.45
2026-01-16T13:01:55.360,1768536115,76
2026-01-16T13:01:55.860,1768536115,75.45
2026-01-16T13:01:56.360,1768536116,73.8
2026-01-16T13:01:56.860,1768536116,75.45
